date,store,category,units_sold,revenue,promotion_flag
2022-05-29,Store_A,Apparel,356,6263.55,0
2022-05-29,Store_A,Electronics,632,27921.11,0
2022-05-29,Store_A,Groceries,423,2658.98,0
2022-05-29,Store_B,Apparel,251,4633.15,0
2022-05-29,Store_B,Electronics,420,19589.79,0
2022-05-29,Store_B,Groceries,305,1943.28,0
2022-05-29,Store_C,Apparel,301,5261.56,0
2022-05-29,Store_C,Electronics,509,22384.03,0
2022-05-29,Store_C,Groceries,366,2412.6,0
2022-05-30,Store_A,Apparel,414,7103.61,0
2022-05-30,Store_A,Electronics,698,32503.41,0
2022-05-30,Store_A,Groceries,552,3489.99,0
2022-05-30,Store_B,Apparel,346,6261.87,0
2022-05-30,Store_B,Electronics,507,22897.93,0
2022-05-30,Store_B,Groceries,360,2428.57,0
2022-05-30,Store_C,Apparel,361,6236.35,0
2022-05-30,Store_C,Electronics,671,31440.58,0
2022-05-30,Store_C,Groceries,484,3234.79,0
2022-05-31,Store_A,Apparel,552,10254.8,0
2022-05-31,Store_A,Electronics,958,45037.71,0
2022-05-31,Store_A,Groceries,617,4040.78,0
2022-05-31,Store_B,Apparel,342,6425.81,0
2022-05-31,Store_B,Electronics,580,25549.42,0
2022-05-31,Store_B,Groceries,527,3460.8,0
2022-05-31,Store_C,Apparel,695,12229.31,1
2022-05-31,Store_C,Electronics,719,33121.7,0
2022-05-31,Store_C,Groceries,563,3506.42,0
2022-06-01,Store_A,Apparel,545,9589.99,0
2022-06-01,Store_A,Electronics,890,41591.34,0
2022-06-01,Store_A,Groceries,748,4824.78,0
2022-06-01,Store_B,Apparel,450,8486.24,1
2022-06-01,Store_B,Electronics,591,26199.57,0
2022-06-01,Store_B,Groceries,789,5104.46,1
2022-06-01,Store_C,Apparel,472,8918.5,0
2022-06-01,Store_C,Electronics,772,33538.74,0
2022-06-01,Store_C,Groceries,575,3815.41,0
2022-06-02,Store_A,Apparel,609,11287.08,1
2022-06-02,Store_A,Electronics,822,37874.31,0
2022-06-02,Store_A,Groceries,697,4537.26,0
2022-06-02,Store_B,Apparel,359,6782.09,0
2022-06-02,Store_B,Electronics,523,23165.24,0
2022-06-02,Store_B,Groceries,397,2508.91,0
2022-06-02,Store_C,Apparel,408,7272.1,0
2022-06-02,Store_C,Electronics,689,31346.89,0
2022-06-02,Store_C,Groceries,465,3095.87,0
2022-06-03,Store_A,Apparel,427,7523.22,0
2022-06-03,Store_A,Electronics,757,33306.93,0
2022-06-03,Store_A,Groceries,642,4035.57,0
2022-06-03,Store_B,Apparel,325,5949.09,0
2022-06-03,Store_B,Electronics,539,23834.61,0
2022-06-03,Store_B,Groceries,443,2948.15,0
2022-06-03,Store_C,Apparel,361,6734.45,0
2022-06-03,Store_C,Electronics,839,35966.68,1
2022-06-03,Store_C,Groceries,468,3059.94,0
2022-06-04,Store_A,Apparel,467,8149.05,0
2022-06-04,Store_A,Electronics,896,39439.48,1
2022-06-04,Store_A,Groceries,528,3487.91,0
2022-06-04,Store_B,Apparel,289,5427.05,0
2022-06-04,Store_B,Electronics,427,18721.0,0
2022-06-04,Store_B,Groceries,367,2481.91,0
2022-06-04,Store_C,Apparel,287,5191.41,0
2022-06-04,Store_C,Electronics,555,25495.42,0
2022-06-04,Store_C,Groceries,378,2386.81,0
2022-06-05,Store_A,Apparel,355,6692.84,0
2022-06-05,Store_A,Electronics,613,28863.18,0
2022-06-05,Store_A,Groceries,442,2974.28,0
2022-06-05,Store_B,Apparel,234,4171.77,0
2022-06-05,Store_B,Electronics,335,15239.12,0
2022-06-05,Store_B,Groceries,282,1784.48,0
2022-06-05,Store_C,Apparel,300,5489.95,0
2022-06-05,Store_C,Electronics,466,21459.79,0
2022-06-05,Store_C,Groceries,393,2564.51,0
2022-06-06,Store_A,Apparel,387,6869.62,0
2022-06-06,Store_A,Electronics,759,32482.38,0
2022-06-06,Store_A,Groceries,542,3437.72,0
2022-06-06,Store_B,Apparel,310,5780.65,0
2022-06-06,Store_B,Electronics,523,24477.35,0
2022-06-06,Store_B,Groceries,383,2408.69,0
2022-06-06,Store_C,Apparel,342,5944.45,0
2022-06-06,Store_C,Electronics,663,30698.24,0
2022-06-06,Store_C,Groceries,502,3263.88,0
2022-06-07,Store_A,Apparel,590,10727.66,0
2022-06-07,Store_A,Electronics,752,34571.11,0
2022-06-07,Store_A,Groceries,769,4994.26,1
2022-06-07,Store_B,Apparel,600,11241.91,1
2022-06-07,Store_B,Electronics,603,26611.52,0
2022-06-07,Store_B,Groceries,450,2982.39,0
2022-06-07,Store_C,Apparel,473,8322.27,0
2022-06-07,Store_C,Electronics,754,32818.88,0
2022-06-07,Store_C,Groceries,589,3819.2,0
2022-06-08,Store_A,Apparel,577,10500.23,0
2022-06-08,Store_A,Electronics,971,44596.19,0
2022-06-08,Store_A,Groceries,786,5351.95,0
2022-06-08,Store_B,Apparel,360,6741.88,0
2022-06-08,Store_B,Electronics,687,29946.42,0
2022-06-08,Store_B,Groceries,512,3486.74,0
2022-06-08,Store_C,Apparel,469,8450.82,0
2022-06-08,Store_C,Electronics,701,31949.56,0
2022-06-08,Store_C,Groceries,595,3852.28,0
2022-06-09,Store_A,Apparel,466,8438.73,0
2022-06-09,Store_A,Electronics,698,31795.37,0
2022-06-09,Store_A,Groceries,632,4039.5,0
2022-06-09,Store_B,Apparel,385,7159.28,0
2022-06-09,Store_B,Electronics,572,26611.5,0
2022-06-09,Store_B,Groceries,395,2631.68,0
2022-06-09,Store_C,Apparel,461,8614.27,0
2022-06-09,Store_C,Electronics,746,32491.92,0
2022-06-09,Store_C,Groceries,714,4460.38,1
2022-06-10,Store_A,Apparel,424,7948.5,0
2022-06-10,Store_A,Electronics,782,36914.69,0
2022-06-10,Store_A,Groceries,545,3576.17,0
2022-06-10,Store_B,Apparel,298,5313.9,0
2022-06-10,Store_B,Electronics,461,21246.58,0
2022-06-10,Store_B,Groceries,516,3281.75,1
2022-06-10,Store_C,Apparel,390,6699.11,0
2022-06-10,Store_C,Electronics,622,29240.17,0
2022-06-10,Store_C,Groceries,483,3039.94,0
2022-06-11,Store_A,Apparel,402,7362.23,0
2022-06-11,Store_A,Electronics,665,29362.05,0
2022-06-11,Store_A,Groceries,521,3247.72,0
2022-06-11,Store_B,Apparel,398,6919.64,1
2022-06-11,Store_B,Electronics,367,17226.53,0
2022-06-11,Store_B,Groceries,321,2069.8,0
2022-06-11,Store_C,Apparel,308,5547.84,0
2022-06-11,Store_C,Electronics,494,22619.05,0
2022-06-11,Store_C,Groceries,425,2651.26,0
2022-06-12,Store_A,Apparel,348,6203.7,0
2022-06-12,Store_A,Electronics,525,23246.93,0
2022-06-12,Store_A,Groceries,410,2693.25,0
2022-06-12,Store_B,Apparel,320,5664.36,1
2022-06-12,Store_B,Electronics,381,16571.53,0
2022-06-12,Store_B,Groceries,322,2068.79,0
2022-06-12,Store_C,Apparel,260,4469.87,0
2022-06-12,Store_C,Electronics,517,22323.53,0
2022-06-12,Store_C,Groceries,356,2254.41,0
2022-06-13,Store_A,Apparel,380,7087.87,0
2022-06-13,Store_A,Electronics,685,29527.08,0
2022-06-13,Store_A,Groceries,561,3496.86,0
2022-06-13,Store_B,Apparel,287,5304.08,0
2022-06-13,Store_B,Electronics,476,20657.99,0
2022-06-13,Store_B,Groceries,380,2556.97,0
2022-06-13,Store_C,Apparel,392,7025.53,0
2022-06-13,Store_C,Electronics,615,26808.86,0
2022-06-13,Store_C,Groceries,464,2944.66,0
2022-06-14,Store_A,Apparel,589,10263.86,0
2022-06-14,Store_A,Electronics,775,34675.51,0
2022-06-14,Store_A,Groceries,642,4364.64,0
2022-06-14,Store_B,Apparel,358,6271.87,0
2022-06-14,Store_B,Electronics,632,28557.83,0
2022-06-14,Store_B,Groceries,443,2957.64,0
2022-06-14,Store_C,Apparel,402,7329.25,0
2022-06-14,Store_C,Electronics,620,28356.05,0
2022-06-14,Store_C,Groceries,543,3439.52,0
2022-06-15,Store_A,Apparel,526,9509.88,0
2022-06-15,Store_A,Electronics,858,37687.41,0
2022-06-15,Store_A,Groceries,704,4674.69,0
2022-06-15,Store_B,Apparel,400,7184.36,0
2022-06-15,Store_B,Electronics,615,27991.7,0
2022-06-15,Store_B,Groceries,470,3082.18,0
2022-06-15,Store_C,Apparel,446,8224.46,0
2022-06-15,Store_C,Electronics,708,31785.67,0
2022-06-15,Store_C,Groceries,635,4008.19,0
2022-06-16,Store_A,Apparel,533,10026.26,0
2022-06-16,Store_A,Electronics,758,33575.79,0
2022-06-16,Store_A,Groceries,597,3992.32,0
2022-06-16,Store_B,Apparel,342,6196.26,0
2022-06-16,Store_B,Electronics,590,26497.36,0
2022-06-16,Store_B,Groceries,485,3081.56,0
2022-06-16,Store_C,Apparel,456,7911.31,0
2022-06-16,Store_C,Electronics,666,30678.18,0
2022-06-16,Store_C,Groceries,536,3566.02,0
2022-06-17,Store_A,Apparel,485,8839.47,0
2022-06-17,Store_A,Electronics,753,35018.7,0
2022-06-17,Store_A,Groceries,496,3289.8,0
2022-06-17,Store_B,Apparel,340,6183.56,0
2022-06-17,Store_B,Electronics,457,20768.52,0
2022-06-17,Store_B,Groceries,380,2578.18,0
2022-06-17,Store_C,Apparel,392,6820.74,0
2022-06-17,Store_C,Electronics,511,22490.92,0
2022-06-17,Store_C,Groceries,486,3259.63,0
2022-06-18,Store_A,Apparel,350,6499.69,0
2022-06-18,Store_A,Electronics,659,30946.43,0
2022-06-18,Store_A,Groceries,470,3082.41,0
2022-06-18,Store_B,Apparel,294,5522.59,0
2022-06-18,Store_B,Electronics,455,19820.58,0
2022-06-18,Store_B,Groceries,307,2026.09,0
2022-06-18,Store_C,Apparel,471,8452.62,1
2022-06-18,Store_C,Electronics,512,23403.84,0
2022-06-18,Store_C,Groceries,347,2216.5,0
2022-06-19,Store_A,Apparel,372,6798.82,0
2022-06-19,Store_A,Electronics,611,26630.92,0
2022-06-19,Store_A,Groceries,463,2994.43,0
2022-06-19,Store_B,Apparel,226,4133.7,0
2022-06-19,Store_B,Electronics,413,18547.11,0
2022-06-19,Store_B,Groceries,318,2164.25,0
2022-06-19,Store_C,Apparel,313,5914.59,0
2022-06-19,Store_C,Electronics,475,20684.5,0
2022-06-19,Store_C,Groceries,368,2345.39,0
2022-06-20,Store_A,Apparel,410,7630.46,0
2022-06-20,Store_A,Electronics,663,29454.63,0
2022-06-20,Store_A,Groceries,533,3588.66,0
2022-06-20,Store_B,Apparel,278,5147.26,0
2022-06-20,Store_B,Electronics,418,19107.37,0
2022-06-20,Store_B,Groceries,374,2450.48,0
2022-06-20,Store_C,Apparel,387,6865.72,0
2022-06-20,Store_C,Electronics,534,24135.04,0
2022-06-20,Store_C,Groceries,446,2998.73,0
2022-06-21,Store_A,Apparel,446,8384.83,0
2022-06-21,Store_A,Electronics,810,38012.36,0
2022-06-21,Store_A,Groceries,671,4560.75,0
2022-06-21,Store_B,Apparel,331,6006.78,0
2022-06-21,Store_B,Electronics,634,28338.01,0
2022-06-21,Store_B,Groceries,406,2723.76,0
2022-06-21,Store_C,Apparel,481,8595.25,0
2022-06-21,Store_C,Electronics,707,33271.49,0
2022-06-21,Store_C,Groceries,531,3494.27,0
2022-06-22,Store_A,Apparel,516,9077.09,0
2022-06-22,Store_A,Electronics,752,32357.16,0
2022-06-22,Store_A,Groceries,612,3977.62,0
2022-06-22,Store_B,Apparel,354,6584.56,0
2022-06-22,Store_B,Electronics,606,27759.35,0
2022-06-22,Store_B,Groceries,540,3619.9,0
2022-06-22,Store_C,Apparel,430,7687.71,0
2022-06-22,Store_C,Electronics,720,32815.44,0
2022-06-22,Store_C,Groceries,496,3157.4,0
2022-06-23,Store_A,Apparel,485,8441.61,0
2022-06-23,Store_A,Electronics,715,30863.42,0
2022-06-23,Store_A,Groceries,585,3966.59,0
2022-06-23,Store_B,Apparel,361,6344.43,0
2022-06-23,Store_B,Electronics,550,24629.2,0
2022-06-23,Store_B,Groceries,405,2589.68,0
2022-06-23,Store_C,Apparel,389,6708.41,0
2022-06-23,Store_C,Electronics,586,25183.33,0
2022-06-23,Store_C,Groceries,457,3033.95,0
2022-06-24,Store_A,Apparel,614,11034.31,1
2022-06-24,Store_A,Electronics,746,32437.99,0
2022-06-24,Store_A,Groceries,517,3388.5,0
2022-06-24,Store_B,Apparel,481,8406.81,1
2022-06-24,Store_B,Electronics,463,20488.3,0
2022-06-24,Store_B,Groceries,373,2537.0,0
2022-06-24,Store_C,Apparel,344,6361.77,0
2022-06-24,Store_C,Electronics,627,29594.04,0
2022-06-24,Store_C,Groceries,454,2905.14,0
2022-06-25,Store_A,Apparel,360,6610.81,0
2022-06-25,Store_A,Electronics,657,29846.5,0
2022-06-25,Store_A,Groceries,481,3138.5,0
2022-06-25,Store_B,Apparel,252,4729.38,0
2022-06-25,Store_B,Electronics,454,20028.77,0
2022-06-25,Store_B,Groceries,327,2023.89,0
2022-06-25,Store_C,Apparel,311,5459.79,0
2022-06-25,Store_C,Electronics,527,22901.26,0
2022-06-25,Store_C,Groceries,416,2727.4,0
2022-06-26,Store_A,Apparel,367,6425.78,0
2022-06-26,Store_A,Electronics,498,21626.71,0
2022-06-26,Store_A,Groceries,423,2736.99,0
2022-06-26,Store_B,Apparel,241,4421.93,0
2022-06-26,Store_B,Electronics,353,15743.47,0
2022-06-26,Store_B,Groceries,335,2236.01,0
2022-06-26,Store_C,Apparel,284,5216.11,0
2022-06-26,Store_C,Electronics,450,20691.59,0
2022-06-26,Store_C,Groceries,341,2325.69,0
2022-06-27,Store_A,Apparel,424,7253.53,0
2022-06-27,Store_A,Electronics,647,30477.8,0
2022-06-27,Store_A,Groceries,548,3458.45,0
2022-06-27,Store_B,Apparel,328,6005.27,0
2022-06-27,Store_B,Electronics,504,21598.37,0
2022-06-27,Store_B,Groceries,326,2217.65,0
2022-06-27,Store_C,Apparel,312,5602.01,0
2022-06-27,Store_C,Electronics,561,25327.12,0
2022-06-27,Store_C,Groceries,429,2733.17,0
2022-06-28,Store_A,Apparel,472,8362.56,0
2022-06-28,Store_A,Electronics,802,35897.69,0
2022-06-28,Store_A,Groceries,670,4138.87,0
2022-06-28,Store_B,Apparel,404,7248.22,0
2022-06-28,Store_B,Electronics,601,27500.78,0
2022-06-28,Store_B,Groceries,449,2871.49,0
2022-06-28,Store_C,Apparel,405,7371.49,0
2022-06-28,Store_C,Electronics,713,31425.21,0
2022-06-28,Store_C,Groceries,591,4006.89,0
2022-06-29,Store_A,Apparel,546,10288.79,0
2022-06-29,Store_A,Electronics,850,38255.81,0
2022-06-29,Store_A,Groceries,677,4286.75,0
2022-06-29,Store_B,Apparel,376,6684.55,0
2022-06-29,Store_B,Electronics,549,25557.58,0
2022-06-29,Store_B,Groceries,524,3456.45,0
2022-06-29,Store_C,Apparel,484,8323.42,0
2022-06-29,Store_C,Electronics,693,30178.69,0
2022-06-29,Store_C,Groceries,534,3408.75,0
2022-06-30,Store_A,Apparel,468,8588.24,0
2022-06-30,Store_A,Electronics,699,30658.11,0
2022-06-30,Store_A,Groceries,584,3799.69,0
2022-06-30,Store_B,Apparel,366,6624.69,1
2022-06-30,Store_B,Electronics,596,26430.11,0
2022-06-30,Store_B,Groceries,410,2681.58,0
2022-06-30,Store_C,Apparel,397,7424.67,0
2022-06-30,Store_C,Electronics,711,30963.81,1
2022-06-30,Store_C,Groceries,480,3132.57,0
2022-07-01,Store_A,Apparel,351,6255.66,0
2022-07-01,Store_A,Electronics,703,31543.13,0
2022-07-01,Store_A,Groceries,492,3159.61,0
2022-07-01,Store_B,Apparel,309,5350.96,0
2022-07-01,Store_B,Electronics,490,21049.0,0
2022-07-01,Store_B,Groceries,494,3294.97,1
2022-07-01,Store_C,Apparel,378,6629.72,0
2022-07-01,Store_C,Electronics,596,27781.23,0
2022-07-01,Store_C,Groceries,443,2867.98,0
2022-07-02,Store_A,Apparel,371,6472.7,0
2022-07-02,Store_A,Electronics,558,25516.57,0
2022-07-02,Store_A,Groceries,447,2890.53,0
2022-07-02,Store_B,Apparel,273,4891.75,0
2022-07-02,Store_B,Electronics,427,20150.34,0
2022-07-02,Store_B,Groceries,303,2041.62,0
2022-07-02,Store_C,Apparel,302,5528.46,0
2022-07-02,Store_C,Electronics,459,21425.25,0
2022-07-02,Store_C,Groceries,342,2285.95,0
2022-07-03,Store_A,Apparel,341,6049.67,0
2022-07-03,Store_A,Electronics,532,24541.32,0
2022-07-03,Store_A,Groceries,397,2704.53,0
2022-07-03,Store_B,Apparel,240,4300.72,0
2022-07-03,Store_B,Electronics,448,19683.62,1
2022-07-03,Store_B,Groceries,296,1943.83,0
2022-07-03,Store_C,Apparel,244,4522.89,0
2022-07-03,Store_C,Electronics,437,19596.46,0
2022-07-03,Store_C,Groceries,362,2249.73,0
2022-07-04,Store_A,Apparel,412,7171.15,0
2022-07-04,Store_A,Electronics,685,31607.55,0
2022-07-04,Store_A,Groceries,498,3188.53,0
2022-07-04,Store_B,Apparel,307,5547.18,0
2022-07-04,Store_B,Electronics,535,23176.09,0
2022-07-04,Store_B,Groceries,395,2648.61,0
2022-07-04,Store_C,Apparel,345,6234.86,0
2022-07-04,Store_C,Electronics,613,26491.59,0
2022-07-04,Store_C,Groceries,411,2705.46,0
2022-07-05,Store_A,Apparel,521,9008.79,0
2022-07-05,Store_A,Electronics,786,35645.5,0
2022-07-05,Store_A,Groceries,592,3829.6,0
2022-07-05,Store_B,Apparel,357,6512.55,0
2022-07-05,Store_B,Electronics,508,22562.25,0
2022-07-05,Store_B,Groceries,421,2685.13,0
2022-07-05,Store_C,Apparel,445,7879.7,0
2022-07-05,Store_C,Electronics,656,30654.06,0
2022-07-05,Store_C,Groceries,513,3421.42,0
2022-07-06,Store_A,Apparel,484,9066.35,0
2022-07-06,Store_A,Electronics,790,36987.5,0
2022-07-06,Store_A,Groceries,587,3675.67,0
2022-07-06,Store_B,Apparel,432,8131.61,1
2022-07-06,Store_B,Electronics,617,28427.35,0
2022-07-06,Store_B,Groceries,473,2991.05,0
2022-07-06,Store_C,Apparel,394,7430.93,0
2022-07-06,Store_C,Electronics,687,30874.86,0
2022-07-06,Store_C,Groceries,549,3558.56,0
2022-07-07,Store_A,Apparel,462,8729.85,0
2022-07-07,Store_A,Electronics,718,33335.54,0
2022-07-07,Store_A,Groceries,484,3003.79,0
2022-07-07,Store_B,Apparel,301,5500.45,0
2022-07-07,Store_B,Electronics,476,20978.57,0
2022-07-07,Store_B,Groceries,357,2304.41,0
2022-07-07,Store_C,Apparel,402,7075.68,0
2022-07-07,Store_C,Electronics,632,28265.84,0
2022-07-07,Store_C,Groceries,795,4963.53,1
2022-07-08,Store_A,Apparel,371,6453.7,0
2022-07-08,Store_A,Electronics,663,30601.9,0
2022-07-08,Store_A,Groceries,492,3286.08,0
2022-07-08,Store_B,Apparel,289,5401.61,0
2022-07-08,Store_B,Electronics,451,20446.61,0
2022-07-08,Store_B,Groceries,438,2897.6,1
2022-07-08,Store_C,Apparel,310,5830.35,0
2022-07-08,Store_C,Electronics,758,33793.99,1
2022-07-08,Store_C,Groceries,560,3547.11,1
2022-07-09,Store_A,Apparel,362,6225.73,0
2022-07-09,Store_A,Electronics,549,23607.12,0
2022-07-09,Store_A,Groceries,443,2899.85,0
2022-07-09,Store_B,Apparel,269,4869.26,0
2022-07-09,Store_B,Electronics,421,18785.03,0
2022-07-09,Store_B,Groceries,299,1882.72,0
2022-07-09,Store_C,Apparel,298,5179.6,0
2022-07-09,Store_C,Electronics,655,29077.13,1
2022-07-09,Store_C,Groceries,391,2587.16,0
2022-07-10,Store_A,Apparel,369,6528.91,0
2022-07-10,Store_A,Electronics,510,21818.28,0
2022-07-10,Store_A,Groceries,512,3414.76,1
2022-07-10,Store_B,Apparel,218,3973.81,0
2022-07-10,Store_B,Electronics,394,17052.3,0
2022-07-10,Store_B,Groceries,403,2666.74,1
2022-07-10,Store_C,Apparel,285,5073.17,0
2022-07-10,Store_C,Electronics,437,19716.14,0
2022-07-10,Store_C,Groceries,361,2439.29,0
2022-07-11,Store_A,Apparel,374,6706.19,0
2022-07-11,Store_A,Electronics,716,31293.51,0
2022-07-11,Store_A,Groceries,631,3957.89,1
2022-07-11,Store_B,Apparel,295,5081.58,0
2022-07-11,Store_B,Electronics,415,18358.06,0
2022-07-11,Store_B,Groceries,355,2283.06,0
2022-07-11,Store_C,Apparel,333,5777.31,0
2022-07-11,Store_C,Electronics,545,24781.39,0
2022-07-11,Store_C,Groceries,402,2592.52,0
2022-07-12,Store_A,Apparel,453,7913.31,0
2022-07-12,Store_A,Electronics,797,36451.48,0
2022-07-12,Store_A,Groceries,673,4405.92,0
2022-07-12,Store_B,Apparel,348,6034.28,0
2022-07-12,Store_B,Electronics,584,26870.96,0
2022-07-12,Store_B,Groceries,430,2877.61,0
2022-07-12,Store_C,Apparel,475,8124.42,0
2022-07-12,Store_C,Electronics,660,29600.3,0
2022-07-12,Store_C,Groceries,523,3420.04,0
2022-07-13,Store_A,Apparel,472,8327.29,0
2022-07-13,Store_A,Electronics,779,34743.7,0
2022-07-13,Store_A,Groceries,660,4184.31,0
2022-07-13,Store_B,Apparel,392,7112.22,0
2022-07-13,Store_B,Electronics,603,27438.92,0
2022-07-13,Store_B,Groceries,445,2758.53,0
2022-07-13,Store_C,Apparel,406,7132.8,0
2022-07-13,Store_C,Electronics,685,32047.67,0
2022-07-13,Store_C,Groceries,580,3667.6,0
2022-07-14,Store_A,Apparel,445,7770.4,0
2022-07-14,Store_A,Electronics,741,33019.57,0
2022-07-14,Store_A,Groceries,610,3857.18,0
2022-07-14,Store_B,Apparel,313,5575.24,0
2022-07-14,Store_B,Electronics,467,20215.96,0
2022-07-14,Store_B,Groceries,418,2762.64,0
2022-07-14,Store_C,Apparel,358,6178.0,0
2022-07-14,Store_C,Electronics,704,31102.35,0
2022-07-14,Store_C,Groceries,438,2822.01,0
2022-07-15,Store_A,Apparel,376,6953.62,0
2022-07-15,Store_A,Electronics,636,29720.69,0
2022-07-15,Store_A,Groceries,518,3202.53,0
2022-07-15,Store_B,Apparel,357,6618.02,1
2022-07-15,Store_B,Electronics,512,22264.29,0
2022-07-15,Store_B,Groceries,342,2256.31,0
2022-07-15,Store_C,Apparel,446,8418.44,1
2022-07-15,Store_C,Electronics,705,31973.44,1
2022-07-15,Store_C,Groceries,433,2768.56,0
2022-07-16,Store_A,Apparel,354,6507.45,0
2022-07-16,Store_A,Electronics,596,27880.9,0
2022-07-16,Store_A,Groceries,461,2885.73,0
2022-07-16,Store_B,Apparel,256,4627.9,0
2022-07-16,Store_B,Electronics,350,15971.66,0
2022-07-16,Store_B,Groceries,317,2151.35,0
2022-07-16,Store_C,Apparel,276,5097.99,0
2022-07-16,Store_C,Electronics,496,21873.5,0
2022-07-16,Store_C,Groceries,371,2449.0,0
2022-07-17,Store_A,Apparel,336,6129.62,0
2022-07-17,Store_A,Electronics,521,24404.31,0
2022-07-17,Store_A,Groceries,373,2378.26,0
2022-07-17,Store_B,Apparel,259,4840.22,0
2022-07-17,Store_B,Electronics,343,15918.76,0
2022-07-17,Store_B,Groceries,363,2409.84,1
2022-07-17,Store_C,Apparel,241,4122.71,0
2022-07-17,Store_C,Electronics,464,21408.99,0
2022-07-17,Store_C,Groceries,345,2351.19,0
2022-07-18,Store_A,Apparel,407,7243.38,0
2022-07-18,Store_A,Electronics,624,27557.37,0
2022-07-18,Store_A,Groceries,465,2906.7,0
2022-07-18,Store_B,Apparel,293,5523.11,0
2022-07-18,Store_B,Electronics,460,20388.41,0
2022-07-18,Store_B,Groceries,393,2630.19,0
2022-07-18,Store_C,Apparel,307,5373.29,0
2022-07-18,Store_C,Electronics,549,23722.04,0
2022-07-18,Store_C,Groceries,434,2909.38,0
2022-07-19,Store_A,Apparel,410,7681.87,0
2022-07-19,Store_A,Electronics,773,35449.59,0
2022-07-19,Store_A,Groceries,469,3196.61,0
2022-07-19,Store_B,Apparel,315,5470.21,0
2022-07-19,Store_B,Electronics,498,22623.59,0
2022-07-19,Store_B,Groceries,389,2630.8,0
2022-07-19,Store_C,Apparel,417,7633.7,0
2022-07-19,Store_C,Electronics,603,26290.28,0
2022-07-19,Store_C,Groceries,496,3124.75,0
2022-07-20,Store_A,Apparel,519,9780.64,0
2022-07-20,Store_A,Electronics,691,30384.89,0
2022-07-20,Store_A,Groceries,848,5406.52,1
2022-07-20,Store_B,Apparel,319,5681.61,0
2022-07-20,Store_B,Electronics,560,24370.02,0
2022-07-20,Store_B,Groceries,401,2652.13,0
2022-07-20,Store_C,Apparel,402,7162.59,0
2022-07-20,Store_C,Electronics,732,33932.16,0
2022-07-20,Store_C,Groceries,527,3452.11,0
2022-07-21,Store_A,Apparel,459,7992.36,0
2022-07-21,Store_A,Electronics,636,27734.53,0
2022-07-21,Store_A,Groceries,592,3705.75,0
2022-07-21,Store_B,Apparel,286,5232.93,0
2022-07-21,Store_B,Electronics,496,21898.99,0
2022-07-21,Store_B,Groceries,394,2507.26,0
2022-07-21,Store_C,Apparel,408,7587.71,0
2022-07-21,Store_C,Electronics,493,21482.17,0
2022-07-21,Store_C,Groceries,423,2630.28,0
2022-07-22,Store_A,Apparel,420,7350.6,0
2022-07-22,Store_A,Electronics,583,25407.63,0
2022-07-22,Store_A,Groceries,474,2988.29,0
2022-07-22,Store_B,Apparel,322,5683.26,0
2022-07-22,Store_B,Electronics,444,19021.5,0
2022-07-22,Store_B,Groceries,352,2372.6,0
2022-07-22,Store_C,Apparel,326,5870.85,0
2022-07-22,Store_C,Electronics,511,23284.15,0
2022-07-22,Store_C,Groceries,421,2667.24,0
2022-07-23,Store_A,Apparel,345,6225.92,0
2022-07-23,Store_A,Electronics,543,24049.19,0
2022-07-23,Store_A,Groceries,409,2681.82,0
2022-07-23,Store_B,Apparel,234,4113.87,0
2022-07-23,Store_B,Electronics,403,18621.52,0
2022-07-23,Store_B,Groceries,302,2011.6,0
2022-07-23,Store_C,Apparel,298,5446.42,0
2022-07-23,Store_C,Electronics,491,23134.0,0
2022-07-23,Store_C,Groceries,340,2137.56,0
2022-07-24,Store_A,Apparel,468,8079.67,1
2022-07-24,Store_A,Electronics,556,24844.75,0
2022-07-24,Store_A,Groceries,364,2262.85,0
2022-07-24,Store_B,Apparel,210,3898.59,0
2022-07-24,Store_B,Electronics,345,15371.32,0
2022-07-24,Store_B,Groceries,277,1786.89,0
2022-07-24,Store_C,Apparel,272,4943.51,0
2022-07-24,Store_C,Electronics,408,18402.03,0
2022-07-24,Store_C,Groceries,297,1898.75,0
2022-07-25,Store_A,Apparel,412,7368.87,0
2022-07-25,Store_A,Electronics,710,33007.38,0
2022-07-25,Store_A,Groceries,489,3293.7,0
2022-07-25,Store_B,Apparel,270,5093.46,0
2022-07-25,Store_B,Electronics,442,20518.77,0
2022-07-25,Store_B,Groceries,312,2070.7,0
2022-07-25,Store_C,Apparel,413,7536.71,1
2022-07-25,Store_C,Electronics,576,25109.73,0
2022-07-25,Store_C,Groceries,388,2567.1,0
2022-07-26,Store_A,Apparel,519,9418.41,0
2022-07-26,Store_A,Electronics,765,33116.48,0
2022-07-26,Store_A,Groceries,612,4161.58,0
2022-07-26,Store_B,Apparel,318,5880.73,0
2022-07-26,Store_B,Electronics,559,25679.16,0
2022-07-26,Store_B,Groceries,448,3019.07,0
2022-07-26,Store_C,Apparel,363,6357.65,0
2022-07-26,Store_C,Electronics,552,24394.6,0
2022-07-26,Store_C,Groceries,488,3171.81,0
2022-07-27,Store_A,Apparel,443,7991.6,0
2022-07-27,Store_A,Electronics,786,36200.93,0
2022-07-27,Store_A,Groceries,516,3269.06,0
2022-07-27,Store_B,Apparel,375,6765.98,0
2022-07-27,Store_B,Electronics,838,38949.69,1
2022-07-27,Store_B,Groceries,443,3016.46,0
